3, 5.55, 0
2.75, 2.05, 0
7.8, 2.65, 0
6.1, 4.95, 0
4.75, 4.3, 0
3.95, 2.8, 0
6.35, 3.5, 0
3.4, 3.55, 0
12.85, 7.5, 1
10.55, 8.75, 1
9.55, 7.35, 1
11.15, 6.25, 1
11.75, 7.85, 1
13.6, 7.05, 1
14.95, 6.4, 1
15.25, 7.65, 1
14.35, 9.35, 1
12.4, 9.95, 1
13.2, 8.65, 1
14.4, 7.85, 1
13.3, 6.6, 1
16.8, 10.85, 1
15.65, 11.1, 1
13.6, 10.9, 1
15.5, 10.7, 1
16, 9.65, 1
15.3, 10, 1
6.75, 15.95, 0
7.55, 14.5, 0
10.25, 13.1, 0
12.65, 14.6, 0
10.8, 16.35, 0
10, 15.95, 0
9.05, 14.55, 0
10.75, 13.9, 0
10.85, 15.5, 0
8.15, 15.7, 0
9, 16.65, 0
10.3, 14.7, 0
19.75, 7.05, 0
23.1, 7.05, 0
23.5, 4.75, 0
23.35, 2.15, 0
19.35, 4.6, 0
22.1, 5.5, 0
21.7, 3.1, 0
19.1, 2.55, 0
20.6, 5, 0
20.65, 8.55, 0
21.85, 9.7, 0
21.9, 8.1, 0
21.1, 7.45, 0
18.1, 4.2, 0
16.5, 2.95, 0
18, 2.7, 0
19.65, 15.55, 1
21.4, 14.6, 1
22.5, 15.85, 1
21.25, 16.9, 1
20.7, 15.55, 1
21.9, 15.2, 1
