5.3, 18.1, 0
6.05, 17.9, 0
6.6, 17.15, 0
6.9, 16.4, 0
7.3, 14.95, 0
7.1, 13.85, 0
7.15, 12.95, 0
7.45, 12.5, 0
8.3, 12.1, 0
9.25, 11.6, 0
9.75, 11.85, 0
9.35, 12, 0
8.65, 11.6, 0
8.2, 11.65, 0
7.25, 11.8, 0
6.7, 13.1, 0
7.3, 14.15, 0
8.35, 14.8, 0
8.35, 15.55, 0
8.1, 16.15, 0
7.65, 16.95, 0
6.95, 15.9, 0
7.65, 15.3, 0
8, 15.25, 0
7.6, 13.65, 0
7.45, 13.35, 0
7.9, 14.45, 0
7.75, 15.65, 0
7.05, 16.05, 0
6.3, 17.4, 0
5.5, 17.5, 0
5.15, 17.5, 0
5.3, 18.2, 0
7.65, 17.1, 0
7.6, 15.65, 0
7.25, 16.7, 0
6.95, 17.85, 0
6.75, 18.45, 0
6.4, 18.6, 0
5.45, 18.75, 0
4.9, 18.6, 0
4, 17.9, 0
4, 17.9, 0
4.75, 17.95, 0
4.25, 17.05, 0
4.4, 17.8, 0
3.65, 17, 0
10.05, 12.15, 0
8.55, 12.25, 0
8.3, 12.35, 0
8.15, 12.9, 0
8.05, 13.65, 0
8.3, 14.4, 0
8.3, 14.9, 0
5.45, 15.65, 1
5, 15.65, 1
4.6, 15.3, 1
4.6, 15.3, 1
4.35, 14.65, 1
5, 15, 1
5.25, 15, 1
5.25, 15.4, 1
4.95, 15, 1
4.75, 14.4, 1
4.75, 13.2, 1
4.95, 12.5, 1
3.8, 12.6, 1
3.95, 14, 1
4.2, 14.8, 1
4.5, 13.65, 1
4.35, 13.5, 1
3.9, 14.15, 1
3.95, 13.15, 1
4.1, 11.85, 1
3.85, 11.5, 1
4.2, 10.75, 1
4.4, 10.15, 1
4.9, 9.65, 1
5.85, 9.2, 1
7.15, 8.8, 1
7.3, 8.8, 1
8.1, 8.65, 1
8.65, 8.2, 1
8.65, 8.2, 1
8.15, 9.1, 1
7.35, 9.55, 1
5.8, 9.65, 1
4.75, 10.45, 1
4.25, 11.65, 1
4.2, 12.25, 1
4.95, 11.35, 1
5.4, 10.55, 1
5.8, 9.75, 1
5.35, 8.4, 1
4.6, 8.95, 1
3.9, 9.45, 1
3.75, 11.1, 1
3.85, 12.95, 1
3.7, 10.1, 1
4.55, 8.7, 1
5.8, 8.7, 1
7, 8.4, 1
7.15, 7.95, 1
7.7, 7.45, 1
7.8, 7.4, 1
8.55, 7.45, 1
9.9, 7.75, 1
10.55, 8.45, 1
11, 8.9, 1
11.55, 9.2, 1
12.35, 9.55, 1
13.55, 9.3, 1
13.65, 9.25, 1
13.95, 9.05, 1
14.9, 9.05, 1
14.9, 9.05, 1
13.8, 9.15, 1
13, 9, 1
12.3, 8.95, 1
11.1, 7.95, 1
10.15, 7.7, 1
8.95, 7.95, 1
9.5, 8.35, 1
9.95, 8.35, 1
10.85, 9.1, 1
11.65, 9.35, 1
14, 9.15, 1
13.95, 8.85, 1
12.4, 8.4, 1
11.65, 8.5, 1
10.75, 8.55, 1
10.3, 7.7, 1
7.95, 8.15, 1
7.4, 8.65, 1
6.65, 9.15, 1
6.65, 9.15, 1
6.4, 8.4, 1
