0.45, 0.15, 1
1.9, 0.2, 1
2.95, 0.25, 1
2.55, 0.2, 1
2.2, 0.15, 1
0.9, 0.25, 1
1.3, 0.15, 1
1.7, 0.15, 1
2.25, 0.1, 1
1.45, 0.25, 1
0.7, 0.1, 1
1.45, 0.05, 1
2.15, 0.05, 1
2.55, 0.05, 1
2.8, 0.05, 1
1.3, 0.1, 1
1, 0.15, 1
0.45, 0.15, 1
1.3, 0.1, 1
2.5, 0.15, 2
1.6, 0.1, 2
0.9, 0.05, 2
2.75, 0.15, 1
2.35, 0.1, 1
1.95, 0.1, 1
1.6, 0.15, 1
1.15, 0.15, 1
0.55, 0.05, 1
0.9, 0.1, 1
2.45, 0.05, 1
1.55, 0.1, 1
1, -0.05, 2
2.1, -0.1, 2
3.95, 3.1, 1
5.3, 5.1, 1
7.4, 8.8, 1
9.45, 11.05, 1
11.95, 11.3, 1
5.1, 2.6, 1
6.8, 2.15, 1
6.95, 4.45, 1
6.05, 3.8, 1
4.95, 3.85, 1
4, 1.6, 1
6.2, 1.65, 1
6.45, 2.7, 1
5.8, 3.75, 1
4.8, 3.15, 1
4.45, 2.25, 1
5.75, 2.05, 1
6.15, 3.05, 1
6.8, 3.3, 1
5.95, 4.4, 1
4.9, 1.45, 2
5.95, 1.2, 2
6.7, 1.65, 2
10.15, 0.75, 2
10.95, 1.9, 2
11.35, 1.55, 2
11.05, 4, 2
12.2, 2.95, 2
11, 2.85, 1
12.2, 3.75, 1
10.35, 1.75, 1
12.5, 2.45, 2
13.2, 1.3, 2
12.55, 0.6, 2
12.2, 1.85, 2
13.9, 3.95, 2
12.65, 5.2, 2
13.45, 2.8, 2
11.9, 1.15, 1
13.7, 2.05, 1
14.85, 1.25, 2
15.2, 3.35, 2
18.45, 1.4, 2
17, 2.35, 2
16.4, 1.15, 1
17.75, 1.95, 1
18.95, 3.35, 1
17.25, 4.05, 1
18.15, 0.85, 1
17.6, 2.75, 2
18.9, 2.55, 2
18.35, 4.55, 2
13.85, 0.75, 2
15.4, 2.7, 2
14.9, 4.9, 2
13.8, 6.1, 2
11.45, 5.8, 2
14.1, 5.15, 1
14.65, 3.1, 1
9.95, 3.15, 2
7.9, 1.85, 2
9.55, 3.85, 2
8.75, 2.05, 1
8.45, 3.65, 1
14.45, 10.35, 2
15.1, 7.3, 2
15.95, 9.35, 2
12.25, 8, 2
12.2, 10.3, 2
13.3, 7.35, 1
15, 8.55, 1
13.45, 9.1, 1
13.4, 11.05, 1
7.75, 5.9, 1
8.15, 7.3, 1
6.3, 6.45, 1
7.1, 7.35, 1
7.35, 6.65, 2
5.7, 5.35, 2
4.3, 3.8, 2
12.85, 4.3, 2
11.75, 4.7, 2
12.8, 6.35, 2
14.6, 2.05, 2
15.35, 1.8, 1
10, 5.75, 1
8.85, 6.75, 1
8.85, 8.75, 1
9.8, 7.1, 1
10.05, 10.05, 1
9.8, 8.15, 1
8.35, 8, 1
8.85, 10.25, 1
10.25, 8.65, 1
8.85, 4.95, 1
8.05, 4.4, 1
8.7, 5.85, 2
9.8, 9.4, 2
8.3, 9.6, 2
10.9, 7.2, 2
11.75, 9.35, 2
10.4, 4.8, 2
16.8, 7, 1
16.95, 5.95, 1
18.55, 11.2, 1
17.05, 8.1, 1
18.7, 6.35, 1
17.6, 5.15, 2
17.4, 6.95, 2
18.75, 9.85, 2
18.5, 8.1, 1
16.2, 3.85, 1
15.85, 6, 1
16.2, 5.1, 2
13.25, 3.8, 2
13.4, 5.6, 2
15.55, 1.1, 2
11.7, 6.85, 1
